VPRODA
166829,5
171834,4
176989,4
182299,1
187768,1
193401,1
199203,2
205179,3
211334,7
217674,7
224204,9
230931,1
237859
244994,8
252344,6
259915
267712,4
275743,8
284016,1
292536,6
301312,7
310352,1
319662,6
329252,5
339130,1
349304
359783,1
370576,6
381693,9
393144,7
404939,1
417087,2
